Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data            Data            Data            Data            Data            Data            Data            Data            Data,Run,Graph,Index,Y_Axis          Y2_Axis,Data,Data,Data,Data,Data,Data,Data,Data,Data
Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge            IFT             Diam            LYb             LYBeta          LYErr           ApexX           ApexY           A.R.,Secs,Secs,,PndVol,PndVol,PndArea,TipWdth,WetTipW,Contrst,Sharp,Black,White,Edge
127501.1667,127500.0334,427,1.077,1.077,4.2898,2.072,1.9438,255,192,0,255,105,127501.1667,127500.0334,427,1.103,1.103,4.4305,2.072,1.9353,255,192,0,255,105
127801.1667,127800.0334,428,1.075,1.075,4.2771,2.0719,1.9438,255,191,0,255,105,127801.1667,127800.0334,428,1.101,1.101,4.4221,2.0719,1.9353,255,191,0,255,105
128101.1667,128100.0334,429,1.081,1.081,4.3061,2.0718,1.9438,255,188,0,255,105,128101.1667,128100.0334,429,1.108,1.108,4.4448,2.0718,1.9353,255,188,0,255,105
128401.1667,128400.0334,430,1.085,1.085,4.3262,2.072,1.9438,255,194,0,255,105,128401.1667,128400.0334,430,1.112,1.112,4.4597,2.072,1.9353,255,194,0,255,105
128701.1667,128700.0334,431,1.074,1.074,4.2924,2.0722,1.9438,255,191,0,255,105,128701.1667,128700.0334,431,1.101,1.101,4.4217,2.0722,1.9353,255,191,0,255,105
129001.1667,129000.0334,432,1.088,1.088,4.3667,2.0719,1.9438,255,191,0,255,105,129001.1667,129000.0334,432,1.115,1.115,4.4787,2.0719,1.9353,255,191,0,255,105
129301.1667,129300.0334,433,1.071,1.071,4.2831,2.072,1.9438,255,192,0,255,105,129301.1667,129300.0334,433,1.071,1.071,4.2831,2.072,1.9524,255,192,0,255,105
129601.1667,129600.0334,434,1.085,1.085,4.3224,2.072,1.9438,255,195,0,255,105,129601.1667,129600.0334,434,1.111,1.111,4.4574,2.072,1.9353,255,195,0,255,105
129901.1667,129900.0334,435,1.074,1.074,4.2886,2.072,1.9438,255,188,0,255,105,129901.1667,129900.0334,435,1.1,1.1,4.4142,2.072,1.9353,255,188,0,255,105
130201.1667,130200.0334,436,1.075,1.075,4.2927,2.0723,1.9438,255,192,0,255,105,130201.1667,130200.0334,436,1.075,1.075,4.2927,2.0723,1.9524,255,192,0,255,105
130501.1667,130500.0334,437,1.076,1.076,4.2907,2.0719,1.9438,255,191,0,255,105,130501.1667,130500.0334,437,1.102,1.102,4.4296,2.0719,1.9353,255,191,0,255,105
130801.1667,130800.0334,438,1.058,1.058,4.192,2.0718,1.9438,255,193,0,255,105,130801.1667,130800.0334,438,1.083,1.083,4.3047,2.0718,1.9353,255,193,0,255,105
131101.1667,131100.0334,439,1.086,1.086,4.3235,2.072,1.9438,255,192,0,255,105,131101.1667,131100.0334,439,1.112,1.112,4.4624,2.072,1.9353,255,192,0,255,105
131401.1667,131400.0334,440,1.077,1.077,4.2864,2.0719,1.9438,255,194,0,255,105,131401.1667,131400.0334,440,1.104,1.104,4.4361,2.0719,1.9353,255,194,0,255,105
131701.1667,131700.0334,441,1.083,1.083,4.3184,2.0718,1.9438,255,194,0,255,105,131701.1667,131700.0334,441,1.108,1.108,4.448,2.0718,1.9353,255,194,0,255,105
132001.1667,132000.0334,442,1.074,1.074,4.2779,2.072,1.9438,255,192,0,255,105,132001.1667,132000.0334,442,1.1,1.1,4.4109,2.072,1.9353,255,192,0,255,105
132301.1667,132300.0334,443,1.081,1.081,4.3007,2.0719,1.9438,255,191,0,255,105,132301.1667,132300.0334,443,1.107,1.107,4.4462,2.0719,1.9353,255,191,0,255,105
132601.1667,132600.0334,444,1.079,1.079,4.2936,2.0719,1.9438,255,194,0,255,105,132601.1667,132600.0334,444,1.105,1.105,4.4386,2.0719,1.9353,255,194,0,255,105
132901.1667,132900.0334,445,1.072,1.072,4.2748,2.0718,1.9438,255,194,0,255,105,132901.1667,132900.0334,445,1.099,1.099,4.4034,2.0718,1.9353,255,194,0,255,105
133201.1667,133200.0334,446,1.072,1.072,4.2857,2.072,1.9438,255,189,0,255,105,133201.1667,133200.0334,446,1.098,1.098,4.4079,2.072,1.9353,255,189,0,255,105
133501.1667,133500.0334,447,1.085,1.085,4.3193,2.0722,1.9438,255,190,0,255,105,133501.1667,133500.0334,447,1.112,1.112,4.4626,2.0722,1.9353,255,190,0,255,105
133801.1667,133800.0334,448,1.08,1.08,4.3032,2.0721,1.9438,255,193,0,255,105,133801.1667,133800.0334,448,1.106,1.106,4.4384,2.0721,1.9353,255,193,0,255,105
134101.1667,134100.0334,449,1.078,1.078,4.2915,2.0719,1.9438,255,194,0,255,105,134101.1667,134100.0334,449,1.104,1.104,4.4364,2.0719,1.9353,255,194,0,255,105
134401.1667,134400.0334,450,1.073,1.073,4.2798,2.0718,1.9438,255,188,0,255,105,134401.1667,134400.0334,450,1.099,1.099,4.4166,2.0718,1.9353,255,188,0,255,105
134701.1667,134700.0334,451,1.068,1.068,4.2198,2.0718,1.9438,255,187,0,255,105,134701.1667,134700.0334,451,1.095,1.095,4.3921,2.0718,1.9353,255,187,0,255,105
135001.1667,135000.0334,452,1.073,1.073,4.2754,2.0724,1.9438,255,190,0,255,105,135001.1667,135000.0334,452,1.099,1.099,4.4085,2.0724,1.9353,255,190,0,255,105
135301.1667,135300.0334,453,1.066,1.066,4.2582,2.0716,1.9438,255,188,0,255,105,135301.1667,135300.0334,453,1.092,1.092,4.3796,2.0716,1.9353,255,188,0,255,105
135601.1667,135600.0334,454,1.071,1.071,4.268,2.0718,1.9438,255,190,0,255,105,135601.1667,135600.0334,454,1.097,1.097,4.4017,2.0718,1.9353,255,190,0,255,105
135901.1667,135900.0334,455,1.083,1.083,4.3158,2.0719,1.9438,255,192,0,255,105,135901.1667,135900.0334,455,1.11,1.11,4.455,2.0719,1.9353,255,192,0,255,105
136201.1667,136200.0334,456,1.069,1.069,4.212,2.0718,1.9438,255,191,0,255,105,136201.1667,136200.0334,456,1.097,1.097,4.3992,2.0718,1.9353,255,191,0,255,105
136501.1667,136500.0334,457,1.076,1.076,4.2864,2.0719,1.9438,255,193,0,255,105,136501.1667,136500.0334,457,1.102,1.102,4.4246,2.0719,1.9353,255,193,0,255,105
136801.1667,136800.0334,458,1.077,1.077,4.2989,2.0718,1.9438,255,189,0,255,105,136801.1667,136800.0334,458,1.104,1.104,4.4365,2.0718,1.9353,255,189,0,255,105
137101.1667,137100.0334,459,1.074,1.074,4.2752,2.0718,1.9438,255,189,0,255,105,137101.1667,137100.0334,459,1.1,1.1,4.4108,2.0718,1.9353,255,189,0,255,105
137401.1667,137400.0334,460,1.088,1.088,4.3323,2.0717,1.9438,255,194,0,255,105,137401.1667,137400.0334,460,1.115,1.115,4.4761,2.0717,1.9353,255,194,0,255,105
137701.1667,137700.0334,461,1.073,1.073,4.2786,2.0719,1.9438,255,191,0,255,105,137701.1667,137700.0334,461,1.1,1.1,4.4181,2.0719,1.9353,255,191,0,255,105
138001.1667,138000.0334,462,1.082,1.082,4.3036,2.072,1.9438,255,192,0,255,105,138001.1667,138000.0334,462,1.108,1.108,4.4519,2.072,1.9353,255,192,0,255,105
138301.1667,138300.0334,463,1.072,1.072,4.272,2.0715,1.9438,255,191,0,255,105,138301.1667,138300.0334,463,1.098,1.098,4.4076,2.0715,1.9353,255,191,0,255,105
138601.1667,138600.0334,464,1.07,1.07,4.2621,2.0717,1.9438,255,188,0,255,105,138601.1667,138600.0334,464,1.096,1.096,4.4031,2.0717,1.9353,255,188,0,255,105
